Gene	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	GC10	GC11	GC12
Zcchc24	0.088063813	0.030391934	0	0.012840381	0.005872275	0.005346585	0.004910716	0.00341167	0.003619303	0.000872475	0.008418708	0.002335702
Zcchc3	0.381208463	0.326996658	0	0.069532482	0.055791168	0.017754079	0.022671201	0.033970573	0.024329772	0.015126473	0.008419808	0.003084429
Zcchc4	0.132635596	0.187966967	0.094778619	0.049279875	0.028853739	0.011068635	0.011569652	0.002359758	0.019687169	0.009176379	0.021248332	0.009489339
Zcchc6	0.366116924	0.497608076	0.633906016	0.290785227	0.417666029	0.506506247	0.601956461	0.418191929	0.455772662	0.254850941	0.118285019	0.084223685
Zcchc7	0.640228689	0.624108199	1.021487568	0.395109193	0.405119708	0.342202926	0.382341412	0.485234657	0.641778151	0.85156603	0.644774428	0.321296656
Zcchc8	0.66853561	0.476539764	0.1784951	0.15796942	0.117660764	0.038453797	0.729990717	0.78845626	1.12955826	1.418354744	1.255220945	0.414449458
Zcchc9	0.276685524	0.251646816	0.355566938	0.08948684	0.08546121	0.020785689	0.027841289	0.030945709	0.018263772	0.02290402	0.017616802	0.017927818
Zcrb1	1.571974339	1.571965173	1.005635834	1.542478879	1.457243744	1.151982826	1.084899065	1.149210547	0.876814006	0.731144064	0.515798308	0.143450407
Zcwpw1	1.848955121	0.966663175	0.435335774	0.308619167	0.241031507	0.092803172	0.058750141	0.262833845	0.070324729	0.034285876	0.032677555	0.042378254
Zcwpw2	0.188882581	0.357771372	0.048698669	0.098986162	0.160081336	0.031098763	0.08834368	0.108342842	0.19018724	0.10079007	0.051834855	0.039802653
Zdbf2	0.590860826	0.790382953	0.604580688	0.368065553	0.365483704	0.361610235	0.48716101	1.091783955	0.879329172	1.331215992	1.812433418	1.780760363
Zdhhc1	0.057712791	0.310729541	0.449988398	0.175373658	0.13198122	0.064435568	0.186980789	0.167156454	0.154791222	0.099371515	0.078016743	0.069691947
Zdhhc11	0.006650299	0	0	0.008892917	0.000463853	0.007865192	0.482646676	0.260692608	0.860579274	0.730004605	0.14582577	0.031247801
Zdhhc12	0.152678342	0.184320698	0.698215543	0.839532727	0.782875081	0.825422469	0.810857924	0.601420611	0.532393462	0.246198987	0.098979363	0.044040198
Zdhhc13	0.369205594	0.339175784	0.264847515	0.141584761	0.110651164	0.005350854	0.008359628	0.043420745	0.011542969	0.007200587	0.008315332	0.003388725
Zdhhc14	0.029952821	0	0.039046567	0.014524037	0.016913406	0.016676574	0.090795813	0.053594754	0.106747316	0.101110078	0.057261783	0.068595869
Zdhhc15	0.043711935	0	0.098957435	0	0.001122885	0.001174461	0	0	0.003364915	0.000742663	0.000947753	0
Zdhhc16	0.269296724	0.127211764	0	0.076639243	0.052539781	0.006996086	0.005248155	0.058900226	0.006592578	0.004476082	0.008033794	0.015072186
Zdhhc17	0.084935492	0.13996181	0.313147211	0.106845263	0.122121411	0.13120327	0.104685262	0.053303518	0.133639107	0.055676335	0.023832497	0.016845193
Zdhhc18	0.245421123	0.069316918	0	0.001035103	0.000798314	0	0.000898739	0	0.000888314	0.000707587	0.000946063	0.000776042
Zdhhc19	0.005414072	0.086166268	0.159393788	0.017647288	0.005179646	0.010171376	0.415046168	0.376822955	0.878581211	1.003274569	0.932489348	0.425551008
Zdhhc2	0.039710912	0.047961576	0	0.008136207	0.003822132	0.00821793	0.003965885	0.028763672	0.01030059	0.020284564	0.057030533	0.050787515
Zdhhc20	0.413255559	0.28464739	0.040443537	0.035973632	0.027622297	0.002555727	0.007477926	0.060550285	0.088056407	0.207185247	0.264042552	0.083927977
Zdhhc21	0.323946786	0.412863255	0.68424913	0.309642784	0.284242969	0.207306124	0.097552875	0.149473146	0.047454666	0.018122545	0.018103299	0.026300286
Zdhhc23	0.056304453	0	0	0.006221696	0.00562653	0	0.001751115	0.021939506	0.000197513	0.000167942	0	0
Zdhhc24	0.075341804	0	0	0.045762568	0.035901342	0.01350147	0.010751947	0.042708265	0.001987286	0.001513338	0.000695297	0.002493708
Zdhhc25	0.012504568	0.046909215	0.165326347	0.007714706	0.003844994	0.010916976	0.051688087	0.341200795	0.383086231	0.810582971	0.724707575	0.95364724
Zdhhc3	0.441848474	0.231684489	0.074857794	0.130858651	0.124274247	0.063875253	0.05270036	0.088386167	0.040835498	0.065016542	0.044029673	0.052043707
Zdhhc4	0.455172591	0.630910165	1.285904006	0.744029152	0.857884522	0.941379908	0.997672688	0.777773254	0.922639177	0.865927861	0.779783255	1.016600636
Zdhhc5	0.303436228	0.231257156	0.493018556	0.597416298	0.618957016	0.717907604	0.793514583	0.703848183	0.814183805	0.782976417	0.674608549	0.2927471
Zdhhc6	0.191746708	0.095185419	0.361229249	0.101626283	0.130081025	0.151251502	0.117930775	0.054141215	0.088025278	0.047211393	0.011958893	0.009134706
Zdhhc7	0.102156345	0.096418077	0.270165717	0.122623823	0.121280694	0.135823757	0.146963565	0.103341594	0.080214264	0.040337535	0.011200358	0.00928567
Zdhhc8	0.125960761	0	0	0.004945113	0.00769253	0.001263429	0.005637964	0	0.001374815	0.010524804	0.00519525	0.003859368
Zdhhc9	0.083002906	0.07904087	0	0	0.000164288	0.000733622	0.004903334	0.005356222	0.001380677	0.001841515	0.003175959	0.008839996
Zeb1	0.329536825	0.243373681	0.274634265	0.069630307	0.069157521	0.05457655	0.054623536	0.034952586	0.078039324	0.068397274	0.035720984	0.028194409
Zeb2	0.00675663	0.071979381	0	0.003579838	0.001236361	0.001086358	0.003896055	0.043390265	0.004608085	0.005707418	0.016443729	0.030589248
Zeb2os	0	0	0	0	0	0	0.003444716	0	0.00087571	0	0	0
Zer1	0.216147708	0.202302632	0.482188407	0.164786073	0.153791672	0.179351741	0.200609559	0.091025878	0.114330487	0.045103785	0.016161162	0.025055488
Zfa-ps	0.009891585	0.103614142	0.049717957	0.114314399	0.125848162	0.050880521	0.018635624	0.076057372	0.008901988	0.01129815	0.008306316	0.00541931
Zfand1	0.083697315	0.045432363	0	0.026602277	0.029110791	0.018843758	0.023576379	0.012040343	0.022309379	0.009334427	0.006332262	0.001230322
Zfand2a	0.109705871	0.121158899	0	0.052123242	0.044718693	0.030880978	0.019178429	0.085826537	0.004109896	0.005054131	0.003634205	0.002840275
Zfand2b	0.135301822	0.102950752	0.10047496	0.017606275	0.014515179	0.010808978	0.022660542	0.001810089	0.010067237	0.006116899	0.003186136	0.004048514
Zfand3	0.866371028	0.755837981	0.73186693	0.845660153	0.832904154	0.874695657	1.177843185	1.810952556	1.784399944	2.17638026	2.459608897	2.778441095
Zfand4	0.322281568	0.656137615	0.694571098	0.924653294	0.964107083	0.988787078	1.027191263	1.297871689	1.243172041	1.492537639	1.814567487	1.985275708
Zfand5	1.366754689	0.931015626	0.333908373	0.612824386	0.581255967	0.435770995	0.356279869	0.329421653	0.289718183	0.257084942	0.252575143	0.121391485
Zfand6	1.252377104	0.710476528	0.412920269	0.253462497	0.226139383	0.086067893	0.403350186	1.524734693	1.358371363	1.949226517	2.342754554	1.997348954
Zfat	0.060983147	0	0	0.015981266	0.012359851	0.011247275	0.010355092	0.044566756	0.007361568	0.018117287	0.073852976	0.055869548
Zfc3h1	0.511201484	0.821481067	1.073703435	0.344009636	0.337241014	0.317579552	0.181436033	0.348508512	0.311642751	0.336634828	0.187718624	0.071207993
Zfhx2	0.087542762	0.056091066	0	0.013137697	0.01965808	0.005121249	0.015096118	0.109892293	0.015288545	0.069038666	0.194183827	0.050441694
Zfhx2os	0.004286504	0	0	0.000361178	0.00029069	0.000443804	0	0.004677014	0.001535084	0.002691532	0.005118498	0.000887811
Zfhx3	0.214233374	0.254770914	0.690864259	0.424814734	0.295849602	0.088421852	0.065161073	0.154834539	0.045843635	0.033118038	0.042642404	0.047379334
Zfhx4	0.014520811	0.01747673	0	0.008445172	0.001611684	0.004966611	0.006111741	0.048886527	0.005777088	0.003900376	0.050762017	0.079238709
Zfp1	0.585212923	0.533385267	0.231659108	0.130228068	0.116742869	0.020975512	0.024432467	0.084568221	0.011430297	0.009307277	0.017679171	0.011998641
Zfp101	0.128956821	0.113960755	0.128790311	0.017021924	0.022210564	0.005038061	0.008248177	0.005573107	0.004576025	0.003846609	0.021149062	0.006369119
Zfp105	0.305567179	0.413402664	0.617749041	0.539225145	0.558282608	0.597847636	0.771883667	0.742379762	0.781315051	0.704977813	0.405811401	0.039773205
Zfp106	0.42880322	0.760771915	0.479903851	0.340894776	0.296296339	0.261607569	0.42603712	0.323150665	0.458358891	0.38205126	0.303383635	0.326155688
Zfp109	0.022141707	0	0	0.000800988	0.004745213	0	0	0	0	0	0.002638401	0
Zfp11	0.069570929	0.032762898	0.108029868	0.039456052	0.027889761	0.006252094	0.002347742	0.021859237	0.000752665	0.000680252	0.000883705	0
Zfp110	0.27111821	0.498826853	0.527609113	0.877788139	0.891634571	1.010214496	1.019606689	0.786535466	0.836772001	0.585619413	0.326444472	0.118962015
Zfp111	0.049302943	0	0.065467114	0.02047027	0.012290205	0	0.002179707	0	0.001115522	0.002251646	0.003478737	0.000774886
Zfp112	0.00175084	0	0	0.002721117	0.00083992	0.003000354	0.005000696	0	0.001535247	0.000323282	0.000648179	0
Zfp113	0.108727844	0.33343927	0.323502523	0.126124585	0.112752579	0.024323599	0.029015323	0.08083302	0.014946421	0.004015663	0.00272853	0.011047724
Zfp114	0.012302485	0	0	0	0	0	0	0	0.00027096	0.001400922	0	0
Zfp119a	0.061101643	0.039485255	0	0.00455078	0.002766046	0.002890114	0.00016657	0.000480787	0.000641633	0.000316837	0	0.002509907
Zfp119b	0.060991155	0	0	0.004575412	0.002847084	0.000261755	0.00053715	0.0047717	0.000923627	0.012895788	0.020731525	0.001220276
Zfp12	0.091247721	0.130684522	0	0.040524902	0.036594119	0.029843193	0.10325123	0.068629285	0.107369794	0.044279876	0.019350109	0.007816234
Zfp120	0.216742917	0	0	0.017267518	0.004976408	0.002457522	0.003585472	0.047113362	0.02950865	0.038406388	0.008057302	0.005877024
Zfp125	0.096114636	0.074217458	0.087911508	0.224766914	0.151253398	0.275075667	0.202361343	0.316994737	0.186955683	0.14437676	0.17134807	0.111430866
Zfp128	0.046721934	0.132651359	0.198798376	0.132859302	0.178883014	0.224918334	0.122148801	0.07529929	0.040490129	0.043139411	0.148991733	0.017581124
Zfp13	0.054604281	0	0.108172575	0.078977192	0.056731699	0.019662017	0.188005981	0.09393883	0.361581075	0.32696414	0.143867631	0.146084468
Zfp131	0.890415945	0.785728416	0.693617822	0.592520213	0.463420442	0.323875145	0.32126977	0.398419744	0.197639272	0.125335978	0.206546283	0.143183282
Zfp133-ps	0.037081062	0	0.088290527	0.101789314	0.047376894	0.053482859	0.024801939	0.074428215	0.035083576	0.028346399	0.015633225	0.011108477
Zfp14	0.017685495	0	0	0.020917765	0.012661477	0.007936264	0	0.02443552	0.004104461	0.00027981	0	0
Zfp141	0.151386253	0.037461196	0	0.055942808	0.053824527	0.015287115	0.012967233	0.029228877	0.012163624	0.01394781	0.007296541	0.010036114
Zfp142	0.266027185	0.046850035	0	0.02927154	0.020414073	0.004203429	0.008738621	0.003669162	0.013994835	0.015308996	0.010469736	0.009169601
Zfp143	0.115166696	0.021021755	0	0.089385553	0.072031575	0.061012891	0.217915731	0.086532118	0.166944619	0.12100832	0.092161944	0.060890728
Zfp146	0.021861601	0.040662455	0	0.005815774	0.005752733	0.001166954	0	0.037560337	0.000201613	0	0	0.002922796
Zfp148	0.757694805	0.444572143	0.456437324	0.219545473	0.187753319	0.104430801	0.108526942	0.235985329	0.064177482	0.039864115	0.024714253	0.051832689
Zfp157	0.30038018	0.150390835	0.241410492	0.118863673	0.122643673	0.017804035	0.02581207	0.05996193	0.023178916	0.012261921	0.005714713	0.013208512
Zfp160	0.157308894	0.101913517	0	0.07395958	0.067603528	0.012999674	0.015454168	0.069070736	0.005853312	0.004801363	0.013993939	0.008565496
Zfp169	0.048837396	0.014235359	0.108029868	0.01324644	0.005518368	0.008392869	0.072122012	0.043127319	0.167492347	0.192662401	0.188481849	0.022158111
Zfp174	0.022095317	0.002765797	0.186039408	0.065310424	0.071099301	0.067183309	0.060259828	0.005270562	0.047350652	0.027789029	0.003553693	0.005972143
Zfp180	0.253620525	0.10192945	0.246440885	0.210852003	0.158050434	0.120293003	0.07160702	0.079027063	0.036067405	0.013377001	0.009138875	0.002943943
Zfp182	0.051310358	0	0	0.000224803	0.000897573	0.00310416	0.004241723	0.004680482	0.00386906	0.002699683	0.003488948	0.001447586
Zfp184	0.157868047	0.1155545	0.061029887	0.172146121	0.130251258	0.0472931	0.130816086	0.082804422	0.108181482	0.093121058	0.098654032	0.040826682
Zfp185	0.178345653	0	0.033001285	0.003166215	0.001216946	0.001959349	0.00163059	0.01767995	0.009004365	0.096831997	0.287670355	0.293977832
Zfp189	0.0694631	0.180414686	0.158251906	0.200636394	0.278520232	0.328465952	0.295090897	0.172995162	0.176499993	0.090173283	0.021830812	0.00960748
Zfp191	0.571964677	0.512308518	0.260366784	0.370710122	0.328590906	0.101992969	0.126748194	0.184443577	0.043841842	0.019682194	0.121436769	0.046757785
Zfp2	0.009452139	0	0	0.004521221	0.003768948	0.002969557	0.00284785	0	0.000183396	0.000348724	0.000165074	0.004641866
Zfp202	0.080672925	0.08751758	0.440613914	0.107007899	0.098749897	0.099063698	0.068495827	0.086346095	0.032532809	0.010722613	0.001582099	0.007282561
Zfp207	1.17268435	1.237616904	1.054666924	0.691075273	0.73964709	0.486639937	0.38400792	0.469680191	0.298084555	0.161640093	0.056184179	0.063552741
Zfp212	0.272086103	0.170966461	0.422670546	0.262408412	0.19519102	0.110411149	0.019359279	0.035386615	0.020710401	0.019990979	0.006035693	0.012870813
Zfp213	0.124501667	0.130660046	0	0.0043683	0.00473457	0.000624735	0.006095603	0.026528443	0.004430804	0.000505379	0.001298542	0
Zfp217	0.464973021	0.470203853	0.45906148	0.424619311	0.421620227	0.359399257	0.234748947	0.450985869	0.339951309	0.62547981	0.57649215	0.318186003
Zfp219	0.06723672	0.042224729	0	0.008521501	0.008433186	0.003301084	0.005441959	0.136888992	0.01047903	0.080967031	0.524610499	0.171978131
Zfp229	0.141288396	0.068680423	0.108029868	0.011336031	0.010980834	0.001181897	0.001915927	0.013824901	0.001188556	0.00173542	0.002724498	0.003982201
Zfp235	0.011884061	0	0	0.00108439	0.000587581	0	0	0.002445855	0.000304113	0.000819131	0.00048898	0
Zfp236	0.1996456	0.262719318	0.206145664	0.173838666	0.15038079	0.087309312	0.169291129	0.148932949	0.147676145	0.119864714	0.116706212	0.100035118
Zfp239	0.138114502	0.0279064	0	0.012082745	0.007208841	0.002550944	0.049011062	0.054029049	0.188756737	0.210929067	0.110287791	0.019762468
Zfp248	0.082293217	0.102759455	0	0.066287062	0.051153617	0.02960558	0.028662939	0.021223111	0.018845315	0.009332343	0.005894217	0.002676409
Zfp251	0.170830797	0.152940076	0.448018782	0.219248397	0.198111243	0.184556434	0.086981781	0.11577608	0.063240685	0.038953635	0.023798101	0.022749178
Zfp26	0.152858843	0.159954946	0.100536631	0.112361463	0.151181891	0.164212439	0.102003885	0.025786637	0.032317608	0.010419922	0.007387106	0.007043922
Zfp260	0.224406848	0.046023498	0.099077147	0.213396764	0.192873509	0.134508481	0.113355463	0.174264987	0.114566367	0.080202069	0.043082002	0.025263853
Zfp263	0.334308242	0.531089662	0.50323278	0.308211135	0.302610767	0.239686302	0.075518025	0.310676318	0.037998959	0.235504155	0.350062245	0.042173262
Zfp266	0.379739135	0.098900607	0.090785824	0.004029378	0.000856917	0.002344011	0.008864769	0.000900291	0.004789045	0.005275386	0.011585551	0.013576307
Zfp27	0.006641883	0	0	0.030096237	0.026199932	0.01929501	0.027149432	0.028989623	0.023904462	0.012652176	0.003974201	0.009482625
Zfp273	0.016448397	0	0	0.004147548	0.010314345	0.018387304	0.014372522	0.010785219	0.008381863	0.009264516	0.055428693	0.016519653
Zfp275	0.02832534	0	0	0.000191024	0.000681931	0.001827393	0.00121007	0.015724583	0	0.000208062	0.006547842	0.004586554
Zfp276	0.077859683	0.228507019	0	0.044890918	0.027183512	0.011995061	0.020685312	0.035167415	0.010034021	0.004307096	0.002497853	0.009646543
Zfp277	0.175032086	0.080502172	0.149975259	0.122274835	0.129017023	0.088445515	0.163394112	0.046302989	0.123092239	0.091900607	0.072828142	0.026860646
Zfp28	0.031114123	0.150251138	0	0.016954591	0.018932688	0.00224516	0.009048234	0.013699998	0.009542772	0.042271203	0.050362823	0.002092855
Zfp280b	0.163707131	0.085180149	0	0.010011187	0.015817482	0.001349258	0.00313656	0.010880048	0.003547114	0.001415948	0.000321713	0.001412835
Zfp280c	0.013190667	0.084125553	0	0.000608658	0.000414875	0.001467073	0.002599402	0	0.002560874	0.001805184	0.000349991	0.011926105
Zfp280d	0.692259767	0.652464697	0.498615268	0.343490063	0.355798989	0.238882213	0.32168018	0.217531341	0.11108688	0.100937113	0.05602355	0.068223198
Zfp281	0.823211081	0.823708779	0.571220937	0.307976553	0.316626882	0.198902792	0.076770343	0.236359269	0.04817581	0.028661758	0.021924738	0.027032063
Zfp282	0.033599632	0.058023622	0	0.010133931	0.007424641	0.00197582	0.00277428	0.025258332	0.000740574	0.0007247	0.001447862	0.007114566
Zfp286	0.139017196	0.031481016	0.338907883	0.376072366	0.375485953	0.376054063	0.148645681	0.25410549	0.17448976	0.204198786	0.094498436	0.038209275
Zfp286it	0	0	0	0.005019447	0.002095248	0.010151849	0.011309464	0.012638042	0.153770505	0.167186369	0.037524923	0.006504352
Zfp286os	0	0	0	0.004418035	0.011252346	0.01212527	0.016017291	0.002178705	0.039910289	0.051805532	0.036190565	0.022778561
Zfp287	0.192276386	0.21632475	0.318587441	0.117403522	0.067697719	0.021431161	0.032503125	0.062901103	0.005698379	0.006235554	0.002195422	0.006292941
Zfp292	1.196730402	0.454983063	0.359377161	0.026231351	0.031453466	0.012358638	0.013802668	0.211549082	0.02868013	0.083906902	0.105880938	0.042821308
Zfp296	0.074912431	0	0	0.083624456	0.068908511	0.209702124	0.156138609	0.078452807	0.088745537	0.044985596	0.03883885	0.0319252
Zfp3	0.092848048	0.183871989	0.098957435	0.027332825	0.017408214	0.001672441	0.024665372	0.001609334	0.007548068	0.000619252	0.004700984	0.005308674
Zfp30	0.017990549	0.103900284	0	0.003081438	0.001586676	0	0	0.000900291	0.000243401	0.000634997	0.000650208	0.004245857
Zfp300	0.000654456	0	0	0	0.000512159	0	0.001633825	0	0.001115874	0.001789598	0.001140921	0.003809485
Zfp316	0.123098077	0	0	0.104431578	0.067233161	0.062992827	0.035685242	0.047473284	0.025565793	0.015342613	0.007948263	0.017144337
Zfp317	0.020668564	0.084605774	0.070803951	0.02345304	0.015386711	0.009797094	0.022842884	0.043657083	0.073230928	0.075604361	0.041812789	0.031416205
Zfp318	1.260485527	1.73486021	2.03998026	1.554934962	1.651821669	1.502718246	1.139712024	1.26242398	0.816330061	0.541605858	0.293519145	0.250351468
Zfp319	0.034707885	0.068574249	0	0.024094502	0.033331011	0.018553775	0.008640946	0.000740457	0.007965435	0.002085534	0.003728051	0.002791311
Zfp322a	0.435003193	0.472557552	0.3606612	0.199349167	0.184067963	0.104942127	0.035466364	0.112427821	0.026832751	0.018954259	0.024423604	0.01790732
Zfp324	0.005444813	0	0	0.001743779	0.000654246	0.003865315	0.000720979	0	0.000860448	0	0.001704326	0.005120366
Zfp326	1.170983234	1.259917223	0.976629792	0.672265732	0.59647339	0.20683622	0.360682462	0.402277593	0.192115329	0.132135683	0.068562472	0.080411089
Zfp329	0.491697783	0.404653881	0.436406127	0.371057455	0.465124486	0.45479092	0.433987615	0.286813592	0.295795907	0.199009659	0.118198984	0.042417696
Zfp330	0.90332471	0.871979546	0.108029868	0.222341392	0.197605771	0.079481065	0.577911076	0.737950513	1.127936588	1.364690738	1.086896357	0.71377666
Zfp334	0.215578045	0.119019985	0.097888175	0.021018934	0.011757471	0.000711113	0.00066513	0.002405072	0.002657712	0.003973346	0.002043442	0.000360164
Zfp335	0.149031188	0.035373372	0.043502708	0.04227335	0.034551386	0.025446301	0.03326705	0.017624652	0.018091644	0.00797182	0.005017996	0.005391384
Zfp335os	0.051130177	0.123560914	0.154900328	0.243707637	0.174589703	0.164764671	0.09541462	0.081496922	0.059504911	0.044806081	0.029624032	0.03932039
Zfp341	0.025141371	0.039859251	0	0.002156434	0.004117019	0.004112445	0.003639096	0	0.005159177	0.002180179	0.010243575	0.002679716
Zfp345	0.022755791	0	0	0.004855634	0.004411307	0	0	0	0.000364277	0.000217545	0.000183738	0
Zfp346	0.283201467	0.248942573	0.687478399	0.430410561	0.364252033	0.195589789	0.035775238	0.172814521	0.013696627	0.016674261	0.020598923	0.019750546
Zfp35	0.245697471	0.432315914	0.211990015	0.979172713	0.970049969	1.008811882	0.739478281	0.767731184	0.621807247	0.522302411	0.383393268	0.218805594
Zfp354a	0.013900883	0.037325564	0	0.02659639	0.018108579	0.004966981	0.005468184	0.010457004	0.006115873	0.003353488	0.001051866	0.003253409
Zfp354b	0.003077006	0	0.341476541	0.1060816	0.139880773	0.247387789	0.15500633	0.055367149	0.084249991	0.037414658	0.013471554	0.006132243
Zfp354c	0.196878844	0.141896742	0.314728673	0.095960381	0.058068062	0.014990279	0.016027653	0.064327862	0.007935939	0.007376342	0.006467747	0.006057638
Zfp358	0.000899309	0	0	0.000902931	0.000936094	0	0	0	0.000190343	0	0.000352906	0.002249292
Zfp36	0.082973413	0.023101451	0	0.000680464	0.001813131	0.002638416	0.009577233	0.026903892	0.01104636	0.001357419	0.012190386	0.023417919
Zfp362	0.096857045	0	0	0.002162475	0.000693583	0.005654269	0.006722294	0.092935134	0.028689745	0.284711154	0.260363133	0.086095745
Zfp365	0.011289869	0	0.083990548	0.001724586	0.000374171	0.000176929	0.000287993	0	0.001351634	0.000472441	7.77E-05	0.000823298
Zfp367	0.45322248	0.408542001	0.418774992	0.803091905	0.811666695	0.528802996	0.285328572	0.52360645	0.212430026	0.206312259	0.331147241	0.284930296
Zfp369	0.055748108	0.042206166	0.10047496	0.027595614	0.034533339	0.009299248	0.016530626	0.009492277	0.024887004	0.014803303	0.009057396	0.007268912
Zfp36l1	0.48840741	0.064435148	0	0.009702517	0.008675977	0.017822494	0.105794668	0.098583596	0.248449198	0.168245025	0.050019392	0.060991906
Zfp36l2	0.247034521	0	0	0.003154186	0.003762466	0.001114159	0.003627088	0.001764929	0.002697878	0.000566155	0.000143343	0.006264781
Zfp36l3	0	0	0	0.000709863	0	0	0.002909385	0.02129371	0.006774152	0.003305928	0.000120518	0
Zfp37	0.101111688	0.364292438	0.793895409	0.19734085	0.174590508	0.169248427	0.790376531	1.254911049	1.37053289	1.945622459	2.123008467	0.996494313
Zfp382	0.049860852	0.294919429	0.351913384	0.202976061	0.149912902	0.163109616	0.081586134	0.128660555	0.049679804	0.032776932	0.014135959	0.009438998
Zfp383	0.056381055	0	0.158371416	0.031965201	0.019522679	0.002135917	0.002437499	0.002059823	0.000404809	0.001086584	0.00269045	0.000169952
Zfp384	0.157452209	0.14221016	0.146840301	0.081886265	0.11527328	0.073520899	0.07524226	0.046242601	0.059853948	0.040646209	0.035384598	0.027079798
Zfp385a	0.055763791	0.084945782	0.316270817	0.17141886	0.172676058	0.237943781	0.224650503	0.137272207	0.183193976	0.117497862	0.073893892	0.053393537
Zfp385b	0.294385462	0	0.108690832	0.042535934	0.029644834	0.007087892	0.013833749	0.003883812	0.011188128	0.014082604	0.037110451	0.058223308
Zfp385c	0.005651079	0	0	0.001718577	0.000961362	0.001329705	0.002459515	0	0.001163005	0.000893691	0.025585853	0.018134759
Zfp386	0.349814352	0.335909624	0.070600443	0.328621572	0.257139765	0.188092495	0.151873434	0.285095159	0.148505327	0.11361959	0.081486195	0.051171349
Zfp389	0.043008073	0.499142841	1.616380418	0.704402687	0.591540606	0.258474392	0.035737994	0.286283675	0.01488279	0.009906274	0.016398249	0.019994292
Zfp39	0.340631323	0.191497481	0.282322611	0.616632686	0.877259166	1.238070718	1.233260714	0.662911387	0.97839708	0.404644611	0.119094819	0.076597564
Zfp395	0.016306491	0	0	0.001872834	0.000487118	0	0.00433859	0	0.000162045	0	0.001768455	0.003336011
Zfp397	0.505216278	0.366375473	0.820216751	0.494937626	0.435587125	0.257218292	0.095791762	0.197686096	0.063216054	0.07418441	0.108712007	0.036288637
Zfp398	0.172175023	0	0.049717957	0.029433198	0.025058428	0.026179359	0.030220761	0.006020836	0.022486159	0.019557853	0.007844113	0.010416223
Zfp40	0.224831406	0.070605365	0	0.001064024	0.007959352	9.17E-05	0.005687266	0.001381181	0.000765328	0.001125278	0.002843171	0.003529376
Zfp407	0.170450736	0.085311459	0.185751963	0.108491002	0.091018521	0.042344664	0.025122741	0.099409537	0.01493776	0.007855685	0.010224412	0.006173683
Zfp408	0.130116662	0.14409246	0.294130332	0.059818034	0.051464339	0.01235152	0.016228254	0.038353684	0.003413397	0.004068788	0.004960139	0.003085123
Zfp41	0.109444965	0.177798944	0.367713258	0.303741756	0.292490469	0.351691676	0.207745243	0.235091957	0.111777197	0.066139309	0.034850955	0.032185152
Zfp410	0.54289415	0.158992255	0.064513531	0.107587874	0.088240404	0.032153402	0.031437077	0.083774399	0.015126379	0.007261193	0.006489874	0.00615133
Zfp414	0.300537861	0.198259914	0.281652441	0.095320555	0.099777852	0.059134843	0.056267931	0.055048458	0.053305392	0.018587988	0.011786432	0.013706664
Zfp42	0.117086526	0.319338889	0.280441157	0.346961437	0.380449832	0.196808009	0.142523045	0.139322904	0.063449189	0.024222397	0.011485265	0.004978769
Zfp420	0.090690153	0	0	0.015324131	0.010925511	0.00381026	0.031609786	0.015626587	0.008083704	0.00093406	0.000267718	0.001800492
Zfp422	0.155724792	0.241365998	0	0.123670264	0.09770508	0.030334665	0.036449989	0.049959983	0.011736714	0.007523624	0.040963001	0.059726848
Zfp422-rs1	0.003098062	0	0	0.004543439	0.00085685	0.000521956	0.001282358	0.021708648	0.000113584	0	0	0.002335117
Zfp423	0.023263247	0	0.033001285	0.524688582	0.653048719	0.926177389	0.996052022	0.698198196	0.880991216	0.68567257	0.498647618	0.142846979
Zfp426	0.311985191	0.143861261	0.205806484	0.173357347	0.113646142	0.081765131	0.250653636	0.248763481	0.456296121	0.296984025	0.084921309	0.023145985
Zfp428	0.439965852	0.146426371	0.105514977	0.206666331	0.197272437	0.274589346	0.240239855	0.401465951	0.190913219	0.620649001	0.563065624	0.117523543
Zfp429	0.011590371	0	0	0.005721369	0.003603107	0.003293768	0.002091011	0	0.00033582	0.001092729	0	0
Zfp433	0.10586495	0.039839781	0.046317868	0.046533979	0.027868358	0.021620493	0.034303294	0.014644718	0.03745833	0.016318005	0.007536947	0.006111093
Zfp438	0.160681982	0.287844291	0.273194395	0.458074444	0.477383359	0.434731482	0.697449369	0.591698817	1.044989666	0.94842902	0.301304736	0.040838871
Zfp442	0.038584321	0	0	0.000639819	0.002162477	0.000970809	0.002468078	0.022455092	0.075032683	0.086165161	0.034493438	0.005987352
Zfp444	0.127216838	0.013401793	0.082302886	0.115022387	0.10208885	0.035483932	0.062442985	0.014357122	0.045823168	0.019996199	0.06478893	0.035642971
Zfp445	0.198554092	0.280747433	0.394837528	0.136319102	0.115218339	0.099497376	0.089163926	0.07265395	0.037597989	0.013450749	0.013674368	0.011904324
Zfp446	0.058726066	0.189171888	0.188809958	0.081887823	0.082509387	0.046127977	0.073617529	0.026635618	0.026044983	0.008892082	0.011266096	0.004988316
Zfp449	0.042900966	0.044314921	0	0.000333154	0.00013285	0	0	0.013039626	0.000666763	0.000137044	0.000714211	0.005638475
Zfp451	0.899694825	0.759628023	0.488486416	0.670461762	0.772968474	1.024505471	1.198495567	1.541330415	1.588958444	2.106353308	2.217920584	1.710332071
